date,article,quantity_sold,average_unit_price_eur,transaction_lines
2021-09-01,BRIOCHE,2.0,5.0,2
2021-09-02,BRIOCHE,1.0,5.0,1
2021-09-03,BRIOCHE,1.0,5.0,1
2021-09-04,BRIOCHE,2.0,5.0,2
2021-09-05,BRIOCHE,4.0,5.0,4
2021-09-06,BRIOCHE,3.0,5.0,3
2021-09-07,BRIOCHE,1.0,5.0,1
2021-09-08,BRIOCHE,1.0,5.0,1
2021-09-09,BRIOCHE,1.0,5.0,1
2021-09-11,BRIOCHE,4.0,5.0,4
2021-09-12,BRIOCHE,4.0,5.0,4
2021-09-13,BRIOCHE,1.0,5.0,1
2021-09-14,BRIOCHE,2.0,5.0,2
2021-09-15,BRIOCHE,1.0,5.0,1
2021-09-17,BRIOCHE,2.0,5.0,2
2021-09-18,BRIOCHE,1.0,5.0,1
2021-09-19,BRIOCHE,9.0,5.0,9
2021-09-21,BRIOCHE,2.0,5.0,2
2021-09-23,BRIOCHE,1.0,5.0,1
2021-09-24,BRIOCHE,1.0,5.0,1
2021-09-25,BRIOCHE,3.0,5.0,3
2021-09-26,BRIOCHE,4.0,5.0,4
2021-09-28,BRIOCHE,1.0,5.0,1
2021-09-29,BRIOCHE,1.0,5.0,1
2021-10-01,BRIOCHE,2.0,5.0,2
2021-10-02,BRIOCHE,1.0,5.0,1
2021-10-03,BRIOCHE,6.0,5.0,5
2021-10-04,BRIOCHE,1.0,5.0,1
2021-10-08,BRIOCHE,1.0,5.0,1
2021-10-09,BRIOCHE,3.0,5.0,3
2021-10-10,BRIOCHE,3.0,5.0,3
2021-10-12,BRIOCHE,1.0,5.0,1
2021-10-13,BRIOCHE,1.0,5.0,1
2021-10-14,BRIOCHE,2.0,5.0,2
2021-10-16,BRIOCHE,4.0,5.0,3
2021-10-17,BRIOCHE,4.0,5.0,4
2021-10-18,BRIOCHE,1.0,5.0,1
2021-10-19,BRIOCHE,1.0,5.0,1
2021-10-20,BRIOCHE,2.0,5.0,2
2021-10-21,BRIOCHE,1.0,5.0,1
2021-10-22,BRIOCHE,1.0,5.0,1
2021-10-23,BRIOCHE,2.0,5.0,2
2021-10-24,BRIOCHE,5.0,5.0,5
2021-10-26,BRIOCHE,3.0,5.0,3
2021-10-27,BRIOCHE,2.0,5.0,2
2021-10-28,BRIOCHE,3.0,5.0,3
2021-10-30,BRIOCHE,5.0,5.0,5
2021-10-31,BRIOCHE,8.0,5.0,8
2021-11-01,BRIOCHE,6.0,5.0,6
2021-11-03,BRIOCHE,1.0,5.0,1
2021-11-04,BRIOCHE,2.0,5.0,2
2021-11-05,BRIOCHE,2.0,5.0,2
2021-11-06,BRIOCHE,2.0,5.0,2
2021-11-07,BRIOCHE,5.0,5.0,5
2021-11-08,BRIOCHE,1.0,5.0,1
2021-11-09,BRIOCHE,1.0,5.0,1
2021-11-10,BRIOCHE,2.0,5.0,2
2021-11-11,BRIOCHE,2.0,5.0,2
2021-11-12,BRIOCHE,2.0,5.0,2
2021-11-13,BRIOCHE,1.0,5.0,1
2021-11-14,BRIOCHE,3.0,5.0,3
2021-11-15,BRIOCHE,1.0,5.0,1
2021-11-16,BRIOCHE,1.0,5.0,1
2021-11-19,BRIOCHE,1.0,5.0,1
2021-11-20,BRIOCHE,1.0,5.0,1
2021-11-21,BRIOCHE,6.0,5.0,6
2021-11-22,BRIOCHE,2.0,5.0,2
2021-11-25,BRIOCHE,1.0,5.0,1
2021-11-26,BRIOCHE,1.0,5.0,1
2021-11-27,BRIOCHE,2.0,5.0,2
2021-11-28,BRIOCHE,3.0,5.0,3
2021-11-30,BRIOCHE,1.0,5.0,1
2021-12-02,BRIOCHE,2.0,5.0,2
2021-12-03,BRIOCHE,2.0,5.0,2
2021-12-04,BRIOCHE,1.0,5.0,1
2021-12-05,BRIOCHE,2.0,5.0,2
2021-12-09,BRIOCHE,1.0,5.0,1
2021-12-10,BRIOCHE,1.0,5.0,1
2021-12-11,BRIOCHE,2.0,5.0,2
2021-12-12,BRIOCHE,2.0,5.0,2
2021-12-14,BRIOCHE,2.0,5.0,2
2021-12-16,BRIOCHE,1.0,5.0,1
2021-12-18,BRIOCHE,2.0,5.0,2
2021-12-19,BRIOCHE,2.0,5.0,2
2021-12-20,BRIOCHE,2.0,5.0,2
2021-12-21,BRIOCHE,3.0,5.0,3
2021-12-22,BRIOCHE,2.0,5.0,2
2021-12-23,BRIOCHE,3.0,5.0,3
2021-12-24,BRIOCHE,2.0,5.0,2
2021-12-25,BRIOCHE,2.0,5.0,2
2021-12-26,BRIOCHE,4.0,5.0,4
2021-12-27,BRIOCHE,3.0,5.0,3
2021-12-28,BRIOCHE,3.0,5.0,3
2021-12-29,BRIOCHE,4.0,5.0,4
2021-12-30,BRIOCHE,4.0,5.0,3
2021-12-31,BRIOCHE,6.0,5.0,6
2022-01-02,BRIOCHE,3.0,5.0,3
2022-01-03,BRIOCHE,1.0,5.0,1
2022-01-06,BRIOCHE,2.0,5.0,2
2022-01-08,BRIOCHE,4.0,5.0,3
2022-01-09,BRIOCHE,2.0,5.0,2
2022-01-14,BRIOCHE,1.0,5.0,1
2022-01-15,BRIOCHE,1.0,5.0,1
2022-01-16,BRIOCHE,1.0,5.0,1
2022-01-17,BRIOCHE,1.0,5.0,1
2022-01-18,BRIOCHE,2.0,5.0,2
2022-01-21,BRIOCHE,2.0,5.0,2
2022-01-22,BRIOCHE,1.0,5.0,1
2022-01-23,BRIOCHE,1.0,5.0,1
2022-01-24,BRIOCHE,1.0,5.0,1
2022-01-25,BRIOCHE,1.0,5.0,1
2022-01-27,BRIOCHE,2.0,5.0,2
2022-01-28,BRIOCHE,1.0,5.0,1
2022-01-29,BRIOCHE,2.0,5.0,2
2022-01-30,BRIOCHE,3.0,5.0,3
2022-02-01,BRIOCHE,1.0,5.0,1
2022-02-04,BRIOCHE,1.0,5.0,1
2022-02-05,BRIOCHE,1.0,5.0,1
2022-02-06,BRIOCHE,3.0,5.0,3
2022-02-07,BRIOCHE,3.0,6.0,3
2022-02-11,BRIOCHE,3.0,6.0,3
2022-02-12,BRIOCHE,2.0,6.0,2
2022-02-13,BRIOCHE,3.0,6.0,3
2022-02-14,BRIOCHE,2.0,6.0,2
2022-02-15,BRIOCHE,2.0,6.0,2
2022-02-17,BRIOCHE,2.0,6.0,2
2022-02-19,BRIOCHE,1.0,6.0,1
2022-02-20,BRIOCHE,6.0,6.0,6
2022-02-25,BRIOCHE,2.0,6.0,2
2022-02-26,BRIOCHE,3.0,6.0,3
2022-02-27,BRIOCHE,7.0,6.0,7
2022-02-28,BRIOCHE,2.0,6.0,2
2022-03-01,BRIOCHE,1.0,6.0,1
2022-03-02,BRIOCHE,1.0,6.0,1
2022-03-03,BRIOCHE,1.0,6.0,1
2022-03-04,BRIOCHE,1.0,6.0,1
2022-03-05,BRIOCHE,1.0,6.0,1
2022-03-06,BRIOCHE,5.0,6.0,4
2022-03-11,BRIOCHE,2.0,6.0,2
2022-03-12,BRIOCHE,1.0,6.0,1
2022-03-13,BRIOCHE,3.0,6.0,3
2022-03-14,BRIOCHE,1.0,6.0,1
2022-03-17,BRIOCHE,1.0,6.0,1
2022-03-18,BRIOCHE,1.0,6.0,1
2022-03-19,BRIOCHE,2.0,6.0,2
2022-03-20,BRIOCHE,4.0,6.0,4
2022-03-21,BRIOCHE,1.0,6.0,1
2022-03-22,BRIOCHE,1.0,6.0,1
2022-03-25,BRIOCHE,1.0,6.0,1
2022-03-26,BRIOCHE,4.0,6.0,3
2022-03-27,BRIOCHE,4.0,6.0,4
2022-03-28,BRIOCHE,1.0,6.0,1
2022-04-02,BRIOCHE,1.0,6.0,1
2022-04-03,BRIOCHE,1.0,6.0,1
2022-04-05,BRIOCHE,1.0,6.0,1
2022-04-07,BRIOCHE,2.0,6.0,2
2022-04-10,BRIOCHE,3.0,6.0,3
2022-04-11,BRIOCHE,1.0,6.0,1
2022-04-12,BRIOCHE,1.0,6.0,1
2022-04-13,BRIOCHE,2.0,6.0,2
2022-04-15,BRIOCHE,2.0,6.0,2
2022-04-16,BRIOCHE,6.0,6.0,6
2022-04-17,BRIOCHE,8.0,6.0,7
2022-04-18,BRIOCHE,15.0,6.0,14
2022-04-19,BRIOCHE,1.0,6.0,1
2022-04-20,BRIOCHE,2.0,6.0,2
2022-04-21,BRIOCHE,3.0,6.0,3
2022-04-22,BRIOCHE,1.0,6.0,1
2022-04-23,BRIOCHE,3.0,6.0,3
2022-04-24,BRIOCHE,3.0,6.0,3
2022-04-25,BRIOCHE,3.0,6.0,3
2022-04-26,BRIOCHE,2.0,6.0,2
2022-04-27,BRIOCHE,2.0,6.0,2
2022-04-28,BRIOCHE,1.0,6.0,1
2022-04-29,BRIOCHE,3.0,6.0,2
2022-04-30,BRIOCHE,6.0,6.0,5
2022-05-01,BRIOCHE,3.0,6.0,3
2022-05-02,BRIOCHE,3.0,6.0,3
2022-05-03,BRIOCHE,2.0,6.0,2
2022-05-05,BRIOCHE,3.0,6.0,3
2022-05-06,BRIOCHE,1.0,6.0,1
2022-05-07,BRIOCHE,4.0,6.0,4
2022-05-08,BRIOCHE,5.0,6.0,5
2022-05-10,BRIOCHE,1.0,6.0,1
2022-05-12,BRIOCHE,1.0,6.0,1
2022-05-13,BRIOCHE,1.0,6.0,1
2022-05-14,BRIOCHE,3.0,6.0,3
2022-05-15,BRIOCHE,4.0,6.0,4
2022-05-16,BRIOCHE,2.0,6.0,2
2022-05-17,BRIOCHE,1.0,6.0,1
2022-05-18,BRIOCHE,1.0,6.0,1
2022-05-19,BRIOCHE,2.0,6.0,2
2022-05-20,BRIOCHE,1.0,6.0,1
2022-05-21,BRIOCHE,6.0,6.0,4
2022-05-22,BRIOCHE,4.0,6.0,4
2022-05-23,BRIOCHE,1.0,6.0,1
2022-05-24,BRIOCHE,1.0,6.0,1
2022-05-25,BRIOCHE,2.0,6.0,1
2022-05-26,BRIOCHE,7.0,6.0,7
2022-05-27,BRIOCHE,9.0,6.0,9
2022-05-28,BRIOCHE,13.0,6.0,11
2022-05-29,BRIOCHE,9.0,6.0,9
2022-05-30,BRIOCHE,2.0,6.0,2
2022-05-31,BRIOCHE,1.0,6.0,1
2022-06-01,BRIOCHE,2.0,6.0,2
2022-06-02,BRIOCHE,1.0,6.0,1
2022-06-03,BRIOCHE,4.0,6.0,4
2022-06-04,BRIOCHE,7.0,6.0,7
2022-06-05,BRIOCHE,3.0,6.0,3
2022-06-06,BRIOCHE,7.0,6.0,7
2022-06-07,BRIOCHE,1.0,6.0,1
2022-06-08,BRIOCHE,1.0,6.0,1
2022-06-09,BRIOCHE,4.0,6.0,4
2022-06-10,BRIOCHE,2.0,6.0,2
2022-06-11,BRIOCHE,4.0,6.0,4
2022-06-12,BRIOCHE,6.0,6.0,6
2022-06-14,BRIOCHE,1.0,6.0,1
2022-06-17,BRIOCHE,1.0,6.0,1
2022-06-18,BRIOCHE,3.0,6.0,3
2022-06-19,BRIOCHE,6.0,6.0,5
2022-06-20,BRIOCHE,2.0,6.0,2
2022-06-22,BRIOCHE,1.0,6.0,1
2022-06-23,BRIOCHE,3.0,6.0,3
2022-06-24,BRIOCHE,2.0,6.0,2
2022-06-25,BRIOCHE,2.0,6.0,2
2022-06-26,BRIOCHE,4.0,6.0,4
2022-06-27,BRIOCHE,2.0,6.0,2
2022-06-28,BRIOCHE,3.0,6.0,3
2022-06-29,BRIOCHE,2.0,6.0,2
2022-06-30,BRIOCHE,2.0,6.0,2
2022-07-01,BRIOCHE,1.0,6.0,1
2022-07-02,BRIOCHE,3.0,6.0,3
2022-07-03,BRIOCHE,6.0,6.0,6
2022-07-04,BRIOCHE,3.0,6.0,3
2022-07-05,BRIOCHE,1.0,6.0,1
2022-07-06,BRIOCHE,3.0,6.0,3
2022-07-07,BRIOCHE,4.0,6.0,3
2022-07-08,BRIOCHE,3.0,6.0,2
2022-07-09,BRIOCHE,3.0,6.0,2
2022-07-10,BRIOCHE,4.0,6.0,4
2022-07-11,BRIOCHE,1.0,6.0,1
2022-07-13,BRIOCHE,3.0,6.0,3
2022-07-14,BRIOCHE,11.0,6.0,10
2022-07-15,BRIOCHE,6.0,6.0,6
2022-07-16,BRIOCHE,8.0,6.0,8
2022-07-17,BRIOCHE,9.0,6.0,9
2022-07-18,BRIOCHE,2.0,6.0,2
2022-07-19,BRIOCHE,5.0,6.0,5
2022-07-20,BRIOCHE,3.0,6.0,3
2022-07-21,BRIOCHE,7.0,6.0,7
2022-07-22,BRIOCHE,5.0,6.0,5
2022-07-23,BRIOCHE,10.0,6.0,10
2022-07-24,BRIOCHE,10.0,6.0,10
2022-07-25,BRIOCHE,4.0,6.0,4
2022-07-26,BRIOCHE,2.0,6.0,2
2022-07-27,BRIOCHE,1.0,6.0,1
2022-07-28,BRIOCHE,1.0,6.0,1
2022-07-29,BRIOCHE,5.0,6.0,5
2022-07-30,BRIOCHE,7.0,6.0,7
2022-07-31,BRIOCHE,14.0,6.0,13
2022-08-01,BRIOCHE,9.0,6.0,9
2022-08-02,BRIOCHE,6.0,6.0,6
2022-08-03,BRIOCHE,10.0,6.0,9
2022-08-04,BRIOCHE,10.0,6.0,10
2022-08-05,BRIOCHE,6.0,6.0,6
2022-08-06,BRIOCHE,9.0,6.0,8
2022-08-07,BRIOCHE,10.0,6.0,9
2022-08-08,BRIOCHE,10.0,6.0,9
2022-08-09,BRIOCHE,6.0,6.0,6
2022-08-10,BRIOCHE,6.0,6.0,6
2022-08-11,BRIOCHE,5.0,6.0,5
2022-08-12,BRIOCHE,9.0,6.0,9
2022-08-13,BRIOCHE,5.0,6.0,5
2022-08-14,BRIOCHE,16.0,6.0,16
2022-08-15,BRIOCHE,8.0,6.0,8
2022-08-16,BRIOCHE,7.0,6.0,7
2022-08-17,BRIOCHE,5.0,6.0,5
2022-08-18,BRIOCHE,6.0,6.0,6
2022-08-19,BRIOCHE,5.0,6.0,5
2022-08-20,BRIOCHE,9.0,6.0,8
2022-08-21,BRIOCHE,11.0,6.0,10
2022-08-22,BRIOCHE,6.0,6.0,6
2022-08-23,BRIOCHE,1.0,6.0,1
2022-08-24,BRIOCHE,5.0,6.0,4
2022-08-25,BRIOCHE,4.0,6.0,4
2022-08-26,BRIOCHE,3.0,6.0,3
2022-08-27,BRIOCHE,4.0,6.0,4
2022-08-28,BRIOCHE,7.0,6.0,7
2022-08-29,BRIOCHE,1.0,6.0,1
2022-08-31,BRIOCHE,1.0,6.0,1
2022-09-02,BRIOCHE,1.0,6.0,1
2022-09-03,BRIOCHE,3.0,6.0,3
2022-09-04,BRIOCHE,3.0,6.0,3
2022-09-05,BRIOCHE,2.0,6.0,2
2022-09-06,BRIOCHE,1.0,6.0,1
2022-09-07,BRIOCHE,3.0,6.0,3
2022-09-09,BRIOCHE,3.0,6.0,3
2022-09-10,BRIOCHE,2.0,6.0,2
2022-09-11,BRIOCHE,5.0,6.0,5
2022-09-12,BRIOCHE,1.0,6.0,1
2022-09-13,BRIOCHE,1.0,6.0,1
2022-09-14,BRIOCHE,2.0,6.0,2
2022-09-17,BRIOCHE,4.0,6.0,3
2022-09-18,BRIOCHE,5.0,6.0,5
2022-09-20,BRIOCHE,1.0,6.0,1
2022-09-22,BRIOCHE,1.0,6.0,1
2022-09-23,BRIOCHE,2.0,6.0,2
2022-09-24,BRIOCHE,2.0,6.0,2
2022-09-25,BRIOCHE,4.0,6.0,4
2022-09-26,BRIOCHE,3.0,6.0,3
2022-09-27,BRIOCHE,3.0,6.0,3
2022-09-28,BRIOCHE,2.0,6.0,2
2022-09-29,BRIOCHE,2.0,6.0,2
2022-09-30,BRIOCHE,1.0,6.0,1
2021-12-16,BRIOCHE DE NOEL,1.0,6.0,1
2021-12-19,BRIOCHE DE NOEL,2.0,6.0,2
2021-12-20,BRIOCHE DE NOEL,1.0,6.0,1
2021-12-22,BRIOCHE DE NOEL,1.0,6.0,1
2021-12-23,BRIOCHE DE NOEL,1.0,6.0,1
2021-12-24,BRIOCHE DE NOEL,3.0,6.0,3
2021-12-25,BRIOCHE DE NOEL,2.0,6.0,2
2021-12-26,BRIOCHE DE NOEL,1.0,6.0,1
2021-12-30,BRIOCHE DE NOEL,1.0,6.0,1
2021-12-31,BRIOCHE DE NOEL,3.0,6.0,3
2022-01-02,BRIOCHE DE NOEL,2.0,6.0,2
2022-01-03,BRIOCHE DE NOEL,1.0,6.0,1
2021-02-21,BRIOCHETTE,1.0,0.8,1
2021-02-27,BRIOCHETTE,3.0,0.8,2
2021-02-28,BRIOCHETTE,2.0,0.8,2
2021-03-21,BRIOCHETTE,2.0,0.8,2
2021-03-28,BRIOCHETTE,1.0,0.8,1
2021-04-03,BRIOCHETTE,2.0,0.8,1
2021-04-10,BRIOCHETTE,2.0,0.8,1
2021-04-11,BRIOCHETTE,1.0,0.8,1
2021-04-17,BRIOCHETTE,2.0,0.8,1
2021-04-18,BRIOCHETTE,3.0,0.8,2
2021-04-23,BRIOCHETTE,2.0,0.8,2
2021-04-24,BRIOCHETTE,4.0,0.8,3
2021-04-25,BRIOCHETTE,4.0,0.8,3
2021-05-02,BRIOCHETTE,4.0,0.8,2
2021-05-08,BRIOCHETTE,4.0,0.8,2
2021-05-09,BRIOCHETTE,3.0,0.8,2
2021-05-13,BRIOCHETTE,1.0,0.8,1
2021-05-29,BRIOCHETTE,3.0,0.8,1
2021-07-11,BRIOCHETTE,3.0,0.8,2
2021-07-12,BRIOCHETTE,1.0,0.8,1
2021-07-16,BRIOCHETTE,1.0,0.8,1
2021-07-23,BRIOCHETTE,1.0,0.8,1
2021-07-24,BRIOCHETTE,4.0,0.8,3
2021-07-25,BRIOCHETTE,20.0,0.8,1
2021-10-31,BRIOCHETTE,1.0,0.8,1
2022-02-06,BRIOCHETTE,4.0,0.8,2
2022-04-17,BRIOCHETTE,7.0,1.0,4
2021-07-12,BROWNIES,1.0,2.5,1
2021-07-13,BROWNIES,1.0,2.5,1
2021-07-15,BROWNIES,1.0,2.5,1
2021-07-16,BROWNIES,4.0,2.5,3
2021-07-17,BROWNIES,4.0,2.5,2
2021-07-21,BROWNIES,1.0,2.5,1
2021-10-07,BROWNIES,1.0,2.5,1
2022-02-25,BROWNIES,1.0,2.5,1
2022-02-26,BROWNIES,2.0,2.5,1
2022-03-01,BROWNIES,2.0,2.5,1
2022-03-02,BROWNIES,2.0,2.5,1
2022-03-08,BROWNIES,1.0,2.5,1
2022-03-09,BROWNIES,1.0,2.5,1
2022-03-10,BROWNIES,2.0,2.5,2
2022-03-13,BROWNIES,1.0,2.5,1
2022-03-15,BROWNIES,3.0,2.5,2
2022-03-18,BROWNIES,2.0,2.5,2
2022-03-22,BROWNIES,1.0,2.5,1
2022-03-23,BROWNIES,1.0,2.5,1
2022-04-06,BROWNIES,2.0,2.5,1
2022-04-08,BROWNIES,2.0,2.5,2
2022-04-09,BROWNIES,3.0,2.5,2
2022-04-15,BROWNIES,1.0,2.5,1
2022-04-16,BROWNIES,2.0,2.5,2
2022-04-22,BROWNIES,1.0,2.5,1
2022-05-05,BROWNIES,1.0,2.5,1
2022-05-17,BROWNIES,1.0,2.5,1
2022-06-23,BROWNIES,1.0,2.5,1
2021-12-24,BUCHE 4PERS,5.0,14.0,5
2021-12-25,BUCHE 4PERS,5.0,14.0,4
2021-12-26,BUCHE 4PERS,1.0,14.0,1
2021-12-24,BUCHE 6PERS,4.0,21.0,4
2021-12-25,BUCHE 6PERS,3.0,21.0,3
2021-12-26,BUCHE 6PERS,1.0,21.0,1
2021-12-24,BUCHE 8PERS,2.0,28.0,1
2021-01-02,CAFE OU EAU,6.0,1.0,3
2021-01-04,CAFE OU EAU,3.0,1.0,2
2021-01-05,CAFE OU EAU,2.0,1.0,2
2021-01-07,CAFE OU EAU,3.0,1.0,3
2021-01-08,CAFE OU EAU,1.0,1.0,1
2021-01-09,CAFE OU EAU,4.0,1.0,4
2021-01-12,CAFE OU EAU,6.0,1.0,4
2021-01-14,CAFE OU EAU,3.0,1.0,1
2021-01-15,CAFE OU EAU,2.0,1.0,2
2021-01-16,CAFE OU EAU,1.0,1.0,1
2021-01-18,CAFE OU EAU,3.0,1.0,2
2021-01-19,CAFE OU EAU,8.0,1.0,6
2021-01-21,CAFE OU EAU,2.0,1.0,2
2021-01-22,CAFE OU EAU,1.0,1.0,1
2021-01-23,CAFE OU EAU,3.0,1.0,3
2021-01-26,CAFE OU EAU,8.0,1.0,6
2021-01-28,CAFE OU EAU,3.0,1.0,2
2021-01-29,CAFE OU EAU,4.0,1.0,3
2021-01-30,CAFE OU EAU,4.0,1.0,3
2021-02-04,CAFE OU EAU,3.0,1.0,2
2021-02-05,CAFE OU EAU,1.0,1.0,1
2021-02-06,CAFE OU EAU,9.0,1.0,6
2021-02-08,CAFE OU EAU,2.0,1.0,2
2021-02-09,CAFE OU EAU,8.0,1.0,2
2021-02-11,CAFE OU EAU,3.0,1.0,2
2021-02-13,CAFE OU EAU,7.0,1.0,4
2021-02-15,CAFE OU EAU,2.0,1.0,2
2021-02-16,CAFE OU EAU,1.0,1.0,1
2021-02-18,CAFE OU EAU,1.0,1.0,1
2021-02-19,CAFE OU EAU,2.0,1.0,2
2021-02-20,CAFE OU EAU,4.0,1.0,2
2021-02-22,CAFE OU EAU,2.0,1.0,2
2021-02-23,CAFE OU EAU,6.0,1.0,3
2021-02-25,CAFE OU EAU,2.0,1.0,2
2021-02-26,CAFE OU EAU,3.0,1.0,3
2021-02-27,CAFE OU EAU,6.0,1.0,2
2021-02-28,CAFE OU EAU,1.0,1.0,1
2021-03-01,CAFE OU EAU,2.0,1.0,2
2021-03-02,CAFE OU EAU,2.0,1.0,2
2021-03-04,CAFE OU EAU,2.0,1.0,1
2021-03-05,CAFE OU EAU,4.0,1.0,4
2021-03-06,CAFE OU EAU,3.0,1.0,2
2021-03-08,CAFE OU EAU,1.0,1.0,1
2021-03-09,CAFE OU EAU,5.0,1.0,4
2021-03-11,CAFE OU EAU,2.0,1.0,2
2021-03-12,CAFE OU EAU,1.0,1.0,1
2021-03-13,CAFE OU EAU,7.0,1.0,5
2021-03-15,CAFE OU EAU,1.0,1.0,1
2021-03-16,CAFE OU EAU,4.0,1.0,3
2021-03-18,CAFE OU EAU,1.0,1.0,1
2021-03-19,CAFE OU EAU,2.0,1.0,1
2021-03-20,CAFE OU EAU,8.0,1.0,5
2021-03-21,CAFE OU EAU,4.0,1.0,2
2021-03-22,CAFE OU EAU,5.0,1.0,3
2021-03-23,CAFE OU EAU,4.0,1.0,2
2021-03-25,CAFE OU EAU,3.0,1.0,3
2021-03-26,CAFE OU EAU,4.0,1.0,1
2021-03-27,CAFE OU EAU,9.0,1.0,5
2021-03-28,CAFE OU EAU,3.0,1.0,2
2021-03-29,CAFE OU EAU,2.0,1.0,1
2021-03-30,CAFE OU EAU,6.0,1.0,5
2021-04-01,CAFE OU EAU,2.0,1.0,1
2021-04-02,CAFE OU EAU,1.0,1.0,1
2021-04-03,CAFE OU EAU,1.0,1.0,1
2021-04-04,CAFE OU EAU,1.0,1.0,1
2021-04-05,CAFE OU EAU,6.0,1.0,2
2021-04-06,CAFE OU EAU,4.0,1.0,3
2021-04-08,CAFE OU EAU,5.0,1.0,4
2021-04-09,CAFE OU EAU,1.0,1.0,1
2021-04-10,CAFE OU EAU,4.0,1.0,3
2021-04-11,CAFE OU EAU,3.0,1.0,2
2021-04-12,CAFE OU EAU,4.0,1.0,3
2021-04-13,CAFE OU EAU,11.0,1.0,10
2021-04-14,CAFE OU EAU,3.0,1.0,3
2021-04-15,CAFE OU EAU,1.0,1.0,1
2021-04-16,CAFE OU EAU,2.0,1.0,2
2021-04-17,CAFE OU EAU,4.0,1.0,3
2021-04-18,CAFE OU EAU,2.0,1.0,2
2021-04-19,CAFE OU EAU,7.0,1.0,6
2021-04-20,CAFE OU EAU,6.0,1.0,5
2021-04-21,CAFE OU EAU,2.0,1.0,2
2021-04-22,CAFE OU EAU,2.0,1.0,2
2021-04-23,CAFE OU EAU,6.0,1.0,3
2021-04-24,CAFE OU EAU,9.0,1.0,7
2021-04-25,CAFE OU EAU,3.0,1.0,3
2021-04-27,CAFE OU EAU,7.0,1.0,5
2021-04-28,CAFE OU EAU,5.0,1.0,4
2021-04-29,CAFE OU EAU,3.0,1.0,3
2021-04-30,CAFE OU EAU,4.0,1.0,4
2021-05-01,CAFE OU EAU,4.0,1.0,3
2021-05-03,CAFE OU EAU,6.0,1.0,3
2021-05-04,CAFE OU EAU,7.0,1.0,5
2021-05-05,CAFE OU EAU,9.0,1.0,7
2021-05-06,CAFE OU EAU,3.0,1.0,2
2021-05-07,CAFE OU EAU,2.0,1.0,1
2021-05-08,CAFE OU EAU,10.0,1.0,5
2021-05-10,CAFE OU EAU,3.0,1.0,3
2021-05-11,CAFE OU EAU,9.0,1.0,5
2021-05-12,CAFE OU EAU,2.0,1.0,1
2021-05-13,CAFE OU EAU,4.0,1.0,3
2021-05-14,CAFE OU EAU,3.0,1.0,3
2021-05-15,CAFE OU EAU,2.0,1.0,1
2021-05-21,CAFE OU EAU,3.0,1.0,3
2021-05-22,CAFE OU EAU,3.0,1.0,2
2021-05-23,CAFE OU EAU,2.0,1.0,2
2021-05-25,CAFE OU EAU,9.0,1.0,5
2021-05-26,CAFE OU EAU,1.0,1.0,1
2021-05-27,CAFE OU EAU,7.0,1.0,4
2021-05-28,CAFE OU EAU,2.0,1.0,2
2021-05-29,CAFE OU EAU,5.0,1.0,2
2021-05-30,CAFE OU EAU,3.0,1.0,2
2021-05-31,CAFE OU EAU,6.0,1.0,5
2021-06-01,CAFE OU EAU,9.0,1.0,7
2021-06-02,CAFE OU EAU,5.0,1.0,4
2021-06-04,CAFE OU EAU,1.0,1.0,1
2021-06-05,CAFE OU EAU,5.0,1.0,3
2021-06-06,CAFE OU EAU,2.0,1.0,1
2021-06-07,CAFE OU EAU,2.0,1.0,2
2021-06-08,CAFE OU EAU,9.0,1.0,7
2021-06-10,CAFE OU EAU,3.0,1.0,2
2021-06-11,CAFE OU EAU,3.0,1.0,2
2021-06-12,CAFE OU EAU,203.0,1.0,4
2021-06-13,CAFE OU EAU,2.0,1.0,2
2021-06-14,CAFE OU EAU,3.0,1.0,2
2021-06-15,CAFE OU EAU,8.0,1.0,5
2021-06-16,CAFE OU EAU,2.0,1.0,1
2021-06-17,CAFE OU EAU,3.0,1.0,3
2021-06-19,CAFE OU EAU,6.0,1.0,3
2021-06-22,CAFE OU EAU,1.0,1.0,1
2021-06-23,CAFE OU EAU,6.0,1.0,4
2021-06-24,CAFE OU EAU,4.0,1.0,3
2021-06-25,CAFE OU EAU,5.0,1.0,4
2021-06-26,CAFE OU EAU,7.0,1.0,4
2021-06-28,CAFE OU EAU,3.0,1.0,3
2021-06-29,CAFE OU EAU,5.0,1.0,2
2021-06-30,CAFE OU EAU,2.0,1.0,1
2021-07-01,CAFE OU EAU,4.0,1.0,2
2021-07-03,CAFE OU EAU,4.0,1.0,3
2021-07-06,CAFE OU EAU,9.0,1.0,7
2021-07-08,CAFE OU EAU,7.0,1.0,4
2021-07-09,CAFE OU EAU,2.0,1.0,2
2021-07-10,CAFE OU EAU,6.0,1.0,3
2021-07-11,CAFE OU EAU,8.0,1.0,4
2021-07-12,CAFE OU EAU,3.0,1.0,3
2021-07-13,CAFE OU EAU,2.0,1.0,2
2021-07-14,CAFE OU EAU,2.0,1.0,2
2021-07-15,CAFE OU EAU,12.0,1.0,7
2021-07-16,CAFE OU EAU,3.0,1.0,2
2021-07-17,CAFE OU EAU,5.0,1.0,2
2021-07-18,CAFE OU EAU,4.0,1.0,3
2021-07-19,CAFE OU EAU,4.0,1.0,2
2021-07-20,CAFE OU EAU,14.0,1.0,10
2021-07-21,CAFE OU EAU,4.0,1.0,3
